Entry,localization,relability_score
Q86V81,Nucleoplasm,Approved
Q5JST6,Nucleoli fibrillar center,Approved
Q5JST6,Nucleoplasm,Approved
Q96A61,Nucleoli,Approved
Q96MU8,Nuclear bodies,Approved
Q96MU8,Nucleoplasm,Approved
Q8IY50,Nucleoli,Approved
E9PKD4,Nucleoplasm,Approved
Q8IXT5,Nucleoplasm,Approved
Q96Q07,Nucleoplasm,Approved
Q86VI3,Mitotic chromosome,Approved
Q86VI3,Nucleoli rim,Approved
Q86VI3,Nucleoplasm,Approved
Q14524,Nucleoli,Approved
Q14524,Nucleoplasm,Approved
O14607,Nucleoli,Approved
O14607,Nucleoli rim,Approved
O14607,Nucleoplasm,Approved
Q8NEQ6,Nucleoplasm,Approved
Q5I0X7,Nucleoplasm,Approved
Q8NDV1,Nucleoplasm,Approved
O43435,Nuclear bodies,Approved
Q9NX05,Nuclear membrane,Approved
Q96PI1,Nuclear membrane,Approved
Q96PI1,Nucleoplasm,Approved
Q8WU76,Nucleoplasm,Approved
P41236,Nucleoplasm,Approved
A6NDG6,Nuclear bodies,Approved
Q9BQ75,Nuclear membrane,Approved
Q9BQ75,Nucleoli,Approved
Q9BQ75,Nucleoplasm,Approved
Q9HC56,Nucleoplasm,Approved
Q86UD1,Nucleoplasm,Approved
Q16777,Nucleoplasm,Approved
Q9BRN9,Nucleoplasm,Approved
Q9Y5U2,Nucleoplasm,Approved
P09758,Nucleoli,Approved
O95475,Nucleoplasm,Approved
Q8IYP9,Nucleoplasm,Approved
Q96T17,Nucleoplasm,Approved
Q9BYD9,Nucleoplasm,Approved
Q9NU39,Nucleoplasm,Approved
Q8WV15,Nucleoplasm,Approved
Q8N4P3,Nucleoplasm,Approved
Q6P2D0,Nucleoplasm,Approved
Q6ZNG9,Nucleoplasm,Approved
Q93074,Nucleoplasm,Approved
Q8WXT5,Nucleoplasm,Approved
Q9NUA8,Nucleoplasm,Approved
Q16778,Nucleoplasm,Approved
Q99719,Nucleoplasm,Approved
Q2I0M4,Nucleoli fibrillar center,Approved
Q86TM3,Nucleoli,Approved
Q86VE3,Nucleoplasm,Approved
Q569H4,Nucleoplasm,Approved
Q96EV2,Nucleoplasm,Approved
Q7L311,Nucleoplasm,Approved
Q96KE9,Nucleoplasm,Approved
Q6ZSC3,Nucleoli,Approved
Q6ZSC3,Nucleoplasm,Approved
Q9H3H9,Nuclear speckles,Approved
Q8IVF1,Nuclear bodies,Approved
Q6GMV3,Nucleoplasm,Approved
Q9BVI4,Nucleoplasm,Approved
Q8WY22,Nucleoplasm,Approved
O75907,Nucleoli,Approved
O75907,Nucleoli rim,Approved
Q9HCK4,Nucleoplasm,Approved
Q96P26,Nucleoli,Approved
Q96P26,Nucleoplasm,Approved
Q8N1Q1,Nucleoli,Approved
Q8N1Q1,Nucleoplasm,Approved
O94941,Nucleoplasm,Approved
Q92994,Nuclear bodies,Approved
Q92994,Nucleoplasm,Approved
A6NHZ5,Nucleoplasm,Approved
Q9NPR2,Nucleoplasm,Approved
Q99880,Nucleoplasm,Approved
Q15735,Nucleoli fibrillar center,Approved
Q9H2W2,Nucleoplasm,Approved
Q8N8A6,Nucleoli,Approved
Q8N8A6,Nucleoplasm,Approved
Q6IA17,Nucleoli fibrillar center,Approved
Q03169,Nuclear membrane,Approved
Q03169,Nucleoplasm,Approved
P59923,Nucleoplasm,Approved
Q9UHQ7,Nucleoplasm,Approved
Q86UA1,Nucleoplasm,Approved
Q8IXY8,Nucleoplasm,Approved
Q5TC79,Nucleoli fibrillar center,Approved
Q5TC79,Nucleoplasm,Approved
P0DJD1,Nuclear membrane,Approved
Q86SX3,Nucleoplasm,Approved
Q8IZP7,Nuclear membrane,Approved
Q8IZP7,Nucleoplasm,Approved
Q9H930,Nucleoplasm,Approved
Q9H7B4,Nucleoplasm,Approved
Q86XI8,Nucleoplasm,Approved
Q6ZVF9,Nucleoli,Approved
Q6ZVF9,Nucleoplasm,Approved
Q96AQ9,Nucleoli,Approved
Q537H7,Nuclear speckles,Approved
P24468,Nucleoplasm,Approved
Q68BL7,Nucleoplasm,Approved
Q9NQ50,Nucleoli,Approved
Q6ZNG2,Nuclear membrane,Approved
Q6ZNG2,Nucleoplasm,Approved
Q96EL1,Nucleoplasm,Approved
Q9UNM6,Nuclear speckles,Approved
P40424,Nuclear bodies,Approved
Q9NSI6,Nucleoli,Approved
Q9NSI6,Nucleoplasm,Approved
Q3KNW1,Nucleoplasm,Approved
P78395,Nucleoplasm,Approved
Q9H7X3,Nucleoli,Approved
Q9H7X3,Nucleoplasm,Approved
Q99447,Nucleoplasm,Approved
C9JG80,Nucleoplasm,Approved
Q3KNS6,Nuclear bodies,Approved
Q3KNS6,Nucleoplasm,Approved
Q8IYQ7,Nuclear bodies,Approved
Q9NVD3,Nuclear speckles,Approved
Q86UN2,Nucleoplasm,Approved
Q14586,Nucleoplasm,Approved
A6NE01,Nucleoplasm,Approved
Q68G75,Nucleoli,Approved
Q969W8,Nucleoplasm,Approved
Q6P280,Nucleoplasm,Approved
Q9Y2V0,Nucleoplasm,Approved
Q5VWK0,Nucleoplasm,Approved
O60331,Nucleoplasm,Approved
Q86UT8,Nucleoplasm,Approved
P0DPB5,Nucleoplasm,Approved
P0DPB6,Nucleoplasm,Approved
Q86Y91,Nuclear bodies,Approved
Q8WWZ3,Nucleoplasm,Approved
A6NEL2,Nucleoli fibrillar center,Approved
O43361,Nuclear membrane,Approved
O43361,Nucleoplasm,Approved
Q6B0I6,Nucleoplasm,Approved
P31644,Nucleoplasm,Approved
Q99457,Nucleoli,Approved
Q99457,Nucleoplasm,Approved
Q8N945,Nucleoplasm,Approved
A6NML5,Nucleoli fibrillar center,Approved
P35442,Nuclear speckles,Approved
P51815,Nucleoplasm,Approved
O15226,Nucleoplasm,Approved
O00629,Nuclear membrane,Approved
O14709,Nucleoplasm,Approved
Q7Z6I5,Nucleoplasm,Approved
Q86W67,Nucleoplasm,Approved
Q9Y6V0,Nuclear speckles,Approved
Q8IYR2,Nucleoplasm,Approved
Q9UKJ3,Nuclear speckles,Approved
Q7Z692,Nucleoli,Approved
Q7Z692,Nucleoplasm,Approved
Q96IR7,Nucleoplasm,Approved
Q96P48,Nucleoplasm,Approved
Q96JP5,Nucleoli,Approved
Q7Z5W3,Nucleoplasm,Approved
A6NFT4,Nucleoli fibrillar center,Approved
A6NFT4,Nucleoplasm,Approved
P11274,Nucleoplasm,Approved
Q56A73,Nucleoli,Approved
Q9BPZ2,Nucleoplasm,Approved
Q86VR7,Nucleoplasm,Approved
Q8NF99,Nucleoli,Approved
Q86W11,Nucleoplasm,Approved
P10636,Nuclear speckles,Approved
Q5VTB9,Nucleoplasm,Approved
Q86UE3,Nucleoplasm,Approved
Q8NCM8,Nucleoplasm,Approved
P50895,Nucleoli fibrillar center,Approved
Q9HBM6,Nucleoplasm,Approved
Q86TE4,Nucleoplasm,Approved
Q7Z7L8,Nucleoplasm,Approved
O60602,Nucleoplasm,Approved
Q6VB84,Nucleoplasm,Approved
Q494U1,Nuclear speckles,Approved
O43151,Nucleoplasm,Approved
Q9HBT8,Nucleoli,Approved
P0DJD0,Nuclear membrane,Approved
Q6PKH6,Nuclear membrane,Approved
Q96NU1,Nucleoplasm,Approved
P23193,Nucleoli,Approved
Q5TBE3,Nuclear bodies,Approved
Q5TBE3,Nucleoplasm,Approved
Q7RTT5,Nucleoli,Approved
Q7RTT5,Nucleoplasm,Approved
Q9UFH2,Nucleoplasm,Approved
Q5VY43,Nucleoplasm,Approved
Q9UJL9,Nucleoplasm,Approved
Q49AA0,Nucleoplasm,Approved
Q6ZR62,Nucleoplasm,Approved
A2A3L6,Nucleoplasm,Approved
A6NDB9,Nuclear bodies,Approved
A6NDB9,Nucleoplasm,Approved
Q6ZS11,Nucleoplasm,Approved
Q502X0,Nucleoplasm,Approved
Q5EBL4,Nucleoplasm,Approved
A6NJJ6,Nucleoli,Approved
A6NJJ6,Nucleoplasm,Approved
A6NGB7,Nuclear membrane,Approved
P53778,Nuclear speckles,Approved
Q5VZR2,Nuclear bodies,Approved
Q6ZT21,Nucleoplasm,Approved
Q68DY1,Nuclear membrane,Approved
Q68DY1,Nucleoplasm,Approved
A8MVW5,Nucleoplasm,Approved
Q2TAL5,Nuclear speckles,Approved
Q2TAL5,Nucleoplasm,Approved
P61129,Nucleoplasm,Approved
A6NNL0,Nuclear bodies,Approved
Q6ZN11,Nucleoli,Approved
Q6ZN11,Nucleoplasm,Approved
A2RU49,Nucleoplasm,Approved
Q9HCC6,Nucleoplasm,Approved
Q6IPU0,Nucleoli,Approved
Q6ZUJ4,Nuclear speckles,Approved
A6NNW6,Nucleoplasm,Approved
A6NJB7,Mitotic chromosome,Approved
A6NJB7,Nuclear bodies,Approved
A6NJB7,Nucleoli,Approved
A6NJB7,Nucleoli rim,Approved
A6NJB7,Nucleoplasm,Approved
Q49MI3,Nucleoplasm,Approved
Q5T953,Nucleoplasm,Approved
Q6ZUT6,Nucleoplasm,Approved
Q14596,Nuclear bodies,Approved
Q14596,Nucleoplasm,Approved
Q9UHB4,Nucleoplasm,Approved
A6NHQ2,Nucleoplasm,Approved
P61956,Nuclear bodies,Approved
P61956,Nucleoplasm,Approved
A6NHT5,Nucleoplasm,Approved
Q6ICC9,Nuclear speckles,Approved
Q6DHV5,Nucleoli,Approved
Q6DHV5,Nucleoli rim,Approved
Q658L1,Nucleoplasm,Approved
P10746,Nucleoplasm,Approved
A0PK00,Nucleoli fibrillar center,Approved
P42696,Mitotic chromosome,Approved
P42696,Nucleoplasm,Approved
Q2MJR0,Nucleoplasm,Approved
Q8NEK5,Nucleoplasm,Approved
Q5MY95,Nucleoplasm,Approved
Q6ZU67,Nucleoli fibrillar center,Approved
Q6ZU67,Nucleoplasm,Approved
Q96GJ1,Nuclear bodies,Approved
Q96GJ1,Nucleoplasm,Approved
Q5JTZ5,Nucleoli,Approved
Q5JTZ5,Nucleoplasm,Approved
Q6ZTZ1,Nucleoplasm,Approved
O60281,Nuclear membrane,Approved
O60281,Nucleoplasm,Approved
Q8NHY5,Nucleoplasm,Approved
Q7Z6V5,Nucleoplasm,Approved
A2A368,Nucleoplasm,Approved
Q8N184,Nucleoplasm,Approved
Q5M7Z0,Nucleoli,Approved
Q6SJ93,Nucleoplasm,Approved
A5PLL1,Nucleoplasm,Approved
Q9UK76,Nuclear membrane,Approved
Q9UK76,Nucleoli,Approved
Q8NB42,Nuclear speckles,Approved
A6NP61,Nuclear speckles,Approved
A6NP61,Nucleoplasm,Approved
Q99584,Nucleoli,Approved
Q99584,Nucleoplasm,Approved
Q06730,Nucleoli fibrillar center,Approved
Q7Z794,Nuclear membrane,Approved
A6NNL5,Nucleoli,Approved
Q5MJ09,Nucleoli fibrillar center,Approved
Q5MJ09,Nucleoplasm,Approved
Q6PGQ1,Nucleoli,Approved
Q6PGQ1,Nucleoplasm,Approved
P49789,Nucleoli fibrillar center,Approved
Q9Y3A4,Nucleoli,Approved
Q9Y3A4,Nucleoplasm,Approved
Q6UWF9,Nucleoplasm,Approved
Q5MJ08,Nuclear membrane,Approved
Q9HCY8,Nuclear bodies,Approved
Q6ZUX3,Nucleoplasm,Approved
A6NFY4,Nucleoplasm,Approved
Q6ZU52,Nucleoplasm,Approved
Q2M2D7,Nucleoplasm,Approved
Q96K31,Nucleoplasm,Approved
Q8NHU6,Nucleoplasm,Approved
Q68EN5,Nucleoplasm,Approved
P42330,Nucleoli fibrillar center,Approved
P42330,Nucleoplasm,Approved
P15622,Nuclear speckles,Approved
Q8N9V3,Nucleoli,Approved
Q8N9V3,Nucleoplasm,Approved
Q15937,Nucleoplasm,Approved
Q6UXD1,Nucleoplasm,Approved
Q5JXA9,Nuclear bodies,Approved
Q8NCP5,Nucleoplasm,Approved
Q9P0L1,Nuclear speckles,Approved
Q96A23,Nucleoplasm,Approved
Q8N9K5,Nuclear bodies,Approved
Q8N9K5,Nucleoplasm,Approved
Q8WXK3,Nucleoplasm,Approved
Q5T1Q4,Nucleoplasm,Approved
Q8N8C0,Nucleoplasm,Approved
P52738,Nucleoplasm,Approved
Q0VD86,Nuclear bodies,Approved
Q0VD86,Nucleoplasm,Approved
Q9BXN6,Nucleoplasm,Approved
Q15973,Nuclear membrane,Approved
Q15973,Nucleoplasm,Approved
P33763,Nucleoplasm,Approved
Q96M43,Nucleoplasm,Approved
A6NHN6,Nucleoplasm,Approved
Q5MCW4,Nucleoplasm,Approved
Q5H9R4,Nucleoplasm,Approved
Q9ULD5,Nucleoplasm,Approved
Q86T29,Nucleoplasm,Approved
P0DI81,Nucleoplasm,Approved
Q6ZV50,Nuclear bodies,Approved
Q6ZV50,Nucleoplasm,Approved
Q96GE5,Nucleoplasm,Approved
P62508,Nucleoplasm,Approved
Q9UJX3,Nucleoplasm,Approved
P48067,Nucleoplasm,Approved
O95180,Nucleoplasm,Approved
O43543,Nucleoplasm,Approved
Q6ZMW2,Nucleoplasm,Approved
P52737,Nucleoli,Approved
Q8N4P2,Nucleoplasm,Approved
O15040,Nucleoli,Approved
O15040,Nucleoplasm,Approved
Q8NB50,Nucleoplasm,Approved
A8K979,Nucleoplasm,Approved
Q06732,Nucleoli fibrillar center,Approved
Q86W34,Nuclear bodies,Approved
P29034,Nucleoli,Approved
P29034,Nucleoplasm,Approved
Q13033,Nucleoplasm,Approved
Q16600,Nuclear bodies,Approved
Q16600,Nucleoplasm,Approved
Q9H4T2,Nucleoplasm,Approved
Q8NBF2,Nucleoplasm,Approved
P20671,Nucleoplasm,Approved
Q8NHY6,Nucleoplasm,Approved
Q8N257,Nucleoplasm,Approved
Q8N2N9,Nucleoplasm,Approved
Q9NZN5,Nucleoplasm,Approved
Q86U38,Nucleoli,Approved
Q86U38,Nucleoplasm,Approved
Q9ULF5,Nucleoplasm,Approved
Q495W5,Nuclear membrane,Approved
P0C2L3,Nuclear bodies,Approved
F8W1W9,Nucleoplasm,Approved
Q9H1A3,Nucleoplasm,Approved
Q86V71,Nucleoplasm,Approved
Q9UHV2,Nucleoplasm,Approved
Q8TD17,Nuclear membrane,Approved
Q8TD17,Nucleoplasm,Approved
Q6NSZ9,Nucleoli fibrillar center,Approved
Q6NSZ9,Nucleoplasm,Approved
Q8N8Z8,Nuclear speckles,Approved
P60983,Nuclear bodies,Approved
P60983,Nucleoplasm,Approved
Q6ZMC9,Nucleoplasm,Approved
Q8TAQ5,Nucleoplasm,Approved
Q5SVZ6,Nucleoplasm,Approved
Q96RP7,Nucleoplasm,Approved
Q8TC27,Nucleoplasm,Approved
Q9ULC5,Nucleoplasm,Approved
Q9NUT2,Nucleoplasm,Approved
Q6P3R8,Nucleoplasm,Approved
O00232,Nucleoplasm,Approved
A8MQ03,Nuclear speckles,Approved
Q66K14,Nucleoli fibrillar center,Approved
Q66K14,Nucleoplasm,Approved
Q63ZY3,Nucleoplasm,Approved
Q5SZD1,Nuclear membrane,Approved
P49910,Nuclear speckles,Approved
Q96PV0,Nucleoplasm,Approved
Q9UPN9,Nucleoplasm,Approved
Q7Z4F1,Nucleoli,Approved
Q7Z4F1,Nucleoplasm,Approved
Q96FA3,Nucleoli,Approved
Q96FA3,Nucleoplasm,Approved
Q7Z2W9,Nucleoplasm,Approved
Q8N393,Nuclear bodies,Approved
Q8N393,Nuclear speckles,Approved
Q8N393,Nucleoplasm,Approved
Q96B18,Nucleoplasm,Approved
A6NHJ4,Nucleoli,Approved
A6NHJ4,Nucleoli rim,Approved
A6NHJ4,Nucleoplasm,Approved
P20813,Nuclear membrane,Approved
Q14D04,Nucleoli,Approved
Q14D04,Nucleoplasm,Approved
Q9UHJ6,Nuclear speckles,Approved
Q9UHJ6,Nucleoplasm,Approved
Q9ULD0,Nucleoli fibrillar center,Approved
Q8IW36,Nuclear speckles,Approved
Q5EBL2,Nucleoplasm,Approved
Q9H7R5,Nuclear membrane,Approved
Q9H7B2,Nucleoplasm,Approved
O95352,Nucleoplasm,Approved
Q86WT1,Nucleoplasm,Approved
Q8N8J6,Nucleoli,Approved
Q8N7K0,Nuclear bodies,Approved
P08949,Nucleoplasm,Approved
Q96AT9,Nucleoplasm,Approved
Q14592,Nucleoplasm,Approved
O75151,Nucleoplasm,Approved
O75290,Nucleoplasm,Approved
Q8TAF7,Nucleoli,Approved
Q8TAF7,Nucleoplasm,Approved
Q2M3W8,Nucleoplasm,Approved
P15621,Nucleoplasm,Approved
Q6PG37,Nucleoli,Approved
Q9H0Q0,Nucleoplasm,Approved
O60814,Nucleoplasm,Approved
Q5TA89,Nuclear speckles,Approved
Q5TA89,Nucleoplasm,Approved
Q86XU0,Nucleoplasm,Approved
P16885,Nucleoplasm,Approved
Q86WN1,Nucleoplasm,Approved
Q9NQZ8,Nucleoli,Approved
Q9NQZ8,Nucleoplasm,Approved
P58317,Nucleoli,Approved
P58317,Nucleoplasm,Approved
Q6ZMV7,Nucleoli,Approved
Q6ZMV7,Nucleoplasm,Approved
Q76FK4,Mitotic chromosome,Approved
Q9NQZ7,Nucleoplasm,Approved
Q96MR9,Nuclear speckles,Approved
Q14593,Nucleoplasm,Approved
P51523,Nucleoplasm,Approved
Q5HYK9,Nucleoplasm,Approved
A6NJU9,Nucleoplasm,Approved
Q8NDW4,Nucleoplasm,Approved
Q9NXH8,Nucleoplasm,Approved
Q6NX49,Nucleoplasm,Approved
E9PJ23,Nucleoplasm,Approved
Q9BRH9,Nucleoplasm,Approved
Q14186,Nuclear membrane,Approved
Q14186,Nucleoplasm,Approved
Q96SK3,Nucleoplasm,Approved
Q9HCZ1,Nucleoplasm,Approved
Q5T011,Nucleoplasm,Approved
P98168,Nucleoplasm,Approved
Q9Y6S9,Nucleoplasm,Approved
P62750,Nucleoli fibrillar center,Approved
Q8WUJ0,Nucleoplasm,Approved
P42694,Nucleoli,Approved
P42694,Nucleoli rim,Approved
Q8NCL8,Nucleoplasm,Approved
Q9GZU2,Nucleoplasm,Approved
Q9NVU7,Nucleoplasm,Approved
Q15776,Nucleoplasm,Approved
Q9H7R0,Nuclear membrane,Approved
Q06210,Nucleoli,Approved
Q06210,Nucleoli fibrillar center,Approved
Q06210,Nucleoplasm,Approved
P17031,Nuclear bodies,Approved
Q7Z6K4,Nucleoplasm,Approved
Q96ND8,Nucleoli,Approved
Q3ZCX4,Nucleoplasm,Approved
P98169,Nucleoplasm,Approved
Q96SQ5,Nucleoli,Approved
Q96SQ5,Nucleoplasm,Approved
Q8N283,Nucleoplasm,Approved
Q8NB15,Nuclear bodies,Approved
Q8NB15,Nucleoplasm,Approved
Q7L945,Nucleoli,Approved
Q7L945,Nucleoplasm,Approved
O15090,Nucleoplasm,Approved
P17516,Nucleoplasm,Approved
Q2TAM9,Nucleoplasm,Approved
O14795,Nucleoplasm,Approved
Q86U70,Nucleoplasm,Approved
Q9Y2D9,Nucleoplasm,Approved
Q8IYK4,Nucleoplasm,Approved
Q15431,Nuclear bodies,Approved
Q9Y519,Nucleoplasm,Approved
O94898,Nucleoplasm,Approved
Q9UPW0,Nuclear speckles,Approved
Q9UPW0,Nucleoplasm,Approved
Q9NW07,Nucleoplasm,Approved
Q8WV19,Nuclear bodies,Approved
Q8WV19,Nucleoplasm,Approved
Q6P4F7,Nucleoli,Approved
Q8WWX9,Nucleoplasm,Approved
O60313,Nucleoplasm,Approved
Q9NRM2,Nucleoplasm,Approved
Q96EK9,Nuclear speckles,Approved
Q5VZP5,Nucleoplasm,Approved
O94900,Nucleoli fibrillar center,Approved
O94900,Nucleoplasm,Approved
Q9BVA6,Nucleoplasm,Approved
Q96D70,Nucleoplasm,Approved
Q8WW01,Nucleoli,Approved
Q8WW01,Nucleoplasm,Approved
Q96C34,Nuclear speckles,Approved
Q4G0S7,Nucleoplasm,Approved
Q9NV66,Nucleoli,Approved
Q9NV66,Nucleoli rim,Approved
Q9NV66,Nucleoplasm,Approved
Q9C0C6,Nucleoli,Approved
Q99759,Nucleoplasm,Approved
O75052,Nucleoplasm,Approved
A7MCY6,Nucleoplasm,Approved
Q7L4S7,Nuclear membrane,Approved
Q7L4S7,Nucleoplasm,Approved
Q92753,Nucleoplasm,Approved
Q86VZ5,Nucleoli fibrillar center,Approved
Q86VZ5,Nucleoplasm,Approved
Q27J81,Nuclear bodies,Approved
A6NHC0,Nuclear membrane,Approved
A6NHC0,Nucleoplasm,Approved
Q17R31,Nucleoplasm,Approved
Q4G0N7,Nucleoli,Approved
Q4G0N7,Nucleoplasm,Approved
Q5T870,Nucleoplasm,Approved
Q5VZY2,Nucleoli,Approved
Q5VZY2,Nucleoli rim,Approved
Q5VZY2,Nucleoplasm,Approved
Q5QNW6,Nucleoplasm,Approved
Q5T481,Nucleoli,Approved
Q5T481,Nucleoplasm,Approved
Q9NV79,Nucleoplasm,Approved
P35713,Nucleoplasm,Approved
Q5T681,Nucleoplasm,Approved
P0C7M4,Nucleoplasm,Approved
Q6WRX3,Nucleoplasm,Approved
Q5H9L2,Nucleoplasm,Approved
Q9Y5Q3,Nucleoli,Approved
Q9Y5Q3,Nucleoplasm,Approved
Q5VXU3,Nuclear speckles,Approved
A6NCS6,Nucleoplasm,Approved
Q8WXA3,Nucleoplasm,Approved
Q5HYW2,Nucleoplasm,Approved
Q9HCK1,Nucleoplasm,Approved
Q13873,Nucleoplasm,Approved
O75764,Nucleoplasm,Approved
O15212,Nucleoplasm,Approved
Q06587,Nucleoplasm,Approved
Q5JUX0,Nucleoplasm,Approved
Q5JUK9,Nuclear speckles,Approved
Q5JUK9,Nucleoplasm,Approved
P40425,Nucleoplasm,Approved
Q15109,Nucleoli fibrillar center,Approved
Q9UIM3,Nucleoplasm,Approved
A1L162,Nucleoli fibrillar center,Approved
Q6BEB4,Nucleoli,Approved
Q6BEB4,Nucleoplasm,Approved
P49842,Nuclear speckles,Approved
Q15477,Nuclear bodies,Approved
Q15477,Nucleoplasm,Approved
P0DMV9,Nucleoplasm,Approved
P0DMV8,Nucleoplasm,Approved
P34931,Nucleoplasm,Approved
O43196,Nucleoli fibrillar center,Approved
Q29980,Nucleoplasm,Approved
Q7Z340,Nuclear speckles,Approved
Q7Z340,Nucleoplasm,Approved
Q5CZA5,Nucleoplasm,Approved
P79522,Nucleoplasm,Approved
Q08345,Nucleoplasm,Approved
O95759,Nuclear speckles,Approved
O95759,Nucleoplasm,Approved
A6ND91,Nucleoplasm,Approved
A6NI87,Nucleoplasm,Approved
P14373,Nucleoli,Approved
P14373,Nucleoplasm,Approved
Q9H2T7,Nuclear bodies,Approved
Q9H2T7,Nuclear membrane,Approved
Q9H2T7,Nucleoplasm,Approved
Q5VV16,Nucleoplasm,Approved
A6NGR9,Nucleoplasm,Approved
Q2MV58,Nucleoplasm,Approved
Q6UWQ7,Nucleoplasm,Approved
Q5DT21,Nucleoplasm,Approved
Q12901,Nucleoplasm,Approved
Q5FWF7,Nuclear bodies,Approved
A6NIK2,Nucleoli,Approved
A6NIK2,Nucleoplasm,Approved
Q9Y5H7,Nuclear speckles,Approved
Q9UN74,Nucleoplasm,Approved
A6NGS2,Nucleoplasm,Approved
Q8WWL2,Nucleoplasm,Approved
Q6ZMN8,Nucleoplasm,Approved
Q504U0,Nucleoplasm,Approved
Q8TEE9,Nuclear bodies,Approved
Q2T9L4,Nucleoplasm,Approved
Q3MIN7,Nucleoplasm,Approved
P62328,Nucleoplasm,Approved
Q9UIC8,Nucleoplasm,Approved
Q6NVV7,Nucleoplasm,Approved
Q52LA3,Nuclear speckles,Approved
Q6ZR85,Nucleoplasm,Approved
Q8IV53,Nucleoplasm,Approved
O95825,Nucleoplasm,Approved
Q8IY26,Nucleoplasm,Approved
Q6PRD7,Nucleoplasm,Approved
Q9P2P1,Nucleoplasm,Approved
Q8IYF1,Nucleoli,Approved
Q8IYF1,Nucleoplasm,Approved
A6NEV1,Nuclear bodies,Approved
A6NEV1,Nucleoplasm,Approved
Q6ZUU3,Nucleoli fibrillar center,Approved
A1A4G5,Nuclear speckles,Approved
A8MV65,Nucleoli,Approved
Q504Y3,Nuclear speckles,Approved
Q92813,Nucleoplasm,Approved
Q8IZQ5,Nucleoli,Approved
Q8IZQ5,Nucleoplasm,Approved
Q9NTJ5,Nucleoplasm,Approved
Q8IZ63,Nucleoplasm,Approved
Q9UK33,Nucleoplasm,Approved
P37198,Nucleoplasm,Approved
Q6P3S1,Nuclear speckles,Approved
P50238,Nuclear speckles,Approved
Q8NBE8,Nucleoplasm,Approved
Q9UHC3,Nucleoplasm,Approved
Q5SXM8,Nucleoplasm,Approved
P63272,Nucleoplasm,Approved
Q16873,Nucleoplasm,Approved
Q53RE8,Nucleoplasm,Approved
Q9BW11,Nucleoli,Approved
Q9BW11,Nucleoplasm,Approved
P04180,Nucleoplasm,Approved
Q96FS4,Nucleoli,Approved
Q96FS4,Nucleoplasm,Approved
P36404,Nucleoli,Approved
P36404,Nucleoplasm,Approved
Q96E39,Nucleoplasm,Approved
Q6P1X6,Nucleoplasm,Approved
Q96C00,Nuclear membrane,Approved
Q96C00,Nucleoplasm,Approved
Q9Y320,Nucleoplasm,Approved
O75489,Nuclear bodies,Approved
Q96EY9,Nucleoplasm,Approved
Q8N357,Nucleoplasm,Approved
P52741,Nucleoplasm,Approved
P54851,Nucleoplasm,Approved
Q693B1,Nucleoplasm,Approved
O15205,Nucleoli fibrillar center,Approved
Q6PIS1,Nucleoplasm,Approved
Q86V88,Nucleoplasm,Approved
A8MZ59,Nucleoli,Approved
A8MZ59,Nucleoplasm,Approved
P49674,Nucleoplasm,Approved
Q03938,Nucleoplasm,Approved
Q02080,Nucleoplasm,Approved
Q16540,Nucleoli fibrillar center,Approved
A8MT65,Nucleoplasm,Approved
Q8IX29,Nucleoplasm,Approved
Q99417,Nucleoplasm,Approved
A4FU49,Nucleoplasm,Approved
Q8N813,Nucleoplasm,Approved
Q5TF21,Nucleoplasm,Approved
B5MCN3,Nucleoplasm,Approved
Q1W4C9,Nucleoplasm,Approved
A8MTQ0,Nucleoplasm,Approved
Q9Y570,Nuclear bodies,Approved
Q5VT03,Nuclear bodies,Approved
A8MVX0,Nucleoplasm,Approved
Q12894,Nucleoplasm,Approved
O96006,Nuclear membrane,Approved
P56278,Nucleoplasm,Approved
Q09MP3,Mitotic chromosome,Approved
Q09MP3,Nucleoli,Approved
A8MZ36,Nuclear bodies,Approved
A8MZ36,Nucleoplasm,Approved
P0DM63,Nucleoplasm,Approved
Q86UD7,Nucleoplasm,Approved
A4D126,Nucleoli fibrillar center,Approved
A4D126,Nucleoplasm,Approved
E9PJI5,Nucleoplasm,Approved
Q2UY09,Nucleoplasm,Approved
Q14CS0,Nucleoplasm,Approved
A6NDN3,Nucleoplasm,Approved
O00571,Nucleoplasm,Approved
Q9NQ03,Nucleoplasm,Approved
Q9C0G0,Nucleoplasm,Approved
Q8NDH3,Nucleoplasm,Approved
Q93038,Nucleoplasm,Approved
A0A1B0GTU1,Nuclear speckles,Approved
A8MY62,Nuclear bodies,Approved
A1L1A6,Nucleoplasm,Approved
A0A1B0GVR7,Nucleoplasm,Approved
Q96M83,Nucleoli,Approved
A1L190,Nucleoli,Approved
A1L190,Nucleoplasm,Approved
Q9P273,Nucleoplasm,Approved
A8MTT3,Nucleoplasm,Approved
Q9NRJ5,Nucleoplasm,Approved
Q8NAF0,Nucleoplasm,Approved
Q9NTU4,Nucleoplasm,Approved
C9J7I0,Nucleoplasm,Approved
P0C6A0,Nucleoplasm,Approved
Q9HAK2,Nuclear bodies,Approved
Q9HAK2,Nucleoplasm,Approved
Q5I0X4,Nuclear speckles,Approved
Q68DN1,Nuclear bodies,Approved
Q68DN1,Nucleoplasm,Approved
P49716,Nucleoplasm,Approved
O95502,Nucleoplasm,Approved
Q9NVV2,Nucleoplasm,Approved
Q6PDB4,Nucleoli fibrillar center,Approved
Q6PDB4,Nucleoplasm,Approved
